"","TimeEST","TemperatureC","Dew.PointC","Humidity","Sea.Level.PressurehPa","VisibilityKm","Wind.Direction","Wind.SpeedKm.h","Gust.SpeedKm.h","Precipitationmm","Events","Conditions","WindDirDegrees","DateUTC","tmp_date"
"1",00:51:00,5.6,-3.9,51,1017.9,16.1,"Variable","7.4","-","N/A",NA,"Overcast",0,"2016-01-01 5:51","010100"
"2",01:51:00,5,-3.9,53,1017.8,16.1,"Variable","5.6","-","N/A",NA,"Overcast",0,"2016-01-01 6:51","010101"
"3",02:51:00,5,-3.3,55,1017.7,16.1,"West","7.4","-","N/A",NA,"Overcast",280,"2016-01-01 7:51","010102"
"4",03:51:00,5,-3.3,55,1017.7,16.1,"West","14.8","-","N/A",NA,"Overcast",280,"2016-01-01 8:51","010103"
"5",04:51:00,4.4,-3.3,58,1017,16.1,"West","16.7","25.9","N/A",NA,"Overcast",270,"2016-01-01 9:51","010104"
"6",05:51:00,4.4,-3.3,58,1017.5,16.1,"WNW","11.1","-","N/A",NA,"Overcast",290,"2016-01-01 10:51","010105"
"7",06:51:00,3.9,-3.3,60,1017.7,16.1,"Calm","Calm","-","N/A",NA,"Overcast",0,"2016-01-01 11:51","010106"
"8",07:51:00,3.9,-3.9,57,1017.6,16.1,"West","11.1","-","N/A",NA,"Overcast",280,"2016-01-01 12:51","010107"
"9",08:51:00,3.9,-4.4,55,1018,16.1,"West","11.1","-","N/A",NA,"Partly Cloudy",260,"2016-01-01 13:51","010108"
"10",09:51:00,4.4,-3.9,55,1018,16.1,"WNW","7.4","-","N/A",NA,"Overcast",290,"2016-01-01 14:51","010109"
"11",10:51:00,4.4,-4.4,53,1017.4,16.1,"Variable","9.3","31.5","N/A",NA,"Overcast",0,"2016-01-01 15:51","010110"
"12",11:51:00,4.4,-5,51,1016.4,16.1,"West","14.8","-","N/A",NA,"Overcast",270,"2016-01-01 16:51","010111"
"13",12:51:00,4.4,-5,51,1015.4,16.1,"West","22.2","31.5","N/A",NA,"Overcast",280,"2016-01-01 17:51","010112"
"14",13:51:00,4.4,-5,51,1014.9,16.1,"Variable","11.1","35.2","N/A",NA,"Overcast",0,"2016-01-01 18:51","010113"
"15",14:51:00,3.9,-6.1,49,1015,16.1,"WNW","18.5","42.6","N/A",NA,"Overcast",290,"2016-01-01 19:51","010114"
"16",15:51:00,3.9,-6.7,46,1014.9,16.1,"North","-9999","-","N/A",NA,"Overcast",0,"2016-01-01 20:51","010115"
"17",16:51:00,3.3,-6.7,48,1014.8,16.1,"West","18.5","29.6","N/A",NA,"Clear",280,"2016-01-01 21:51","010116"
"18",17:51:00,3.3,-6.7,48,1015.3,16.1,"WNW","13","31.5","N/A",NA,"Clear",300,"2016-01-01 22:51","010117"
"19",18:51:00,2.8,-6.7,50,1015.9,16.1,"WNW","20.4","29.6","N/A",NA,"Partly Cloudy",290,"2016-01-01 23:51","010118"
"20",19:51:00,2.8,-7.2,48,1016.5,16.1,"West","14.8","25.9","N/A",NA,"Clear",280,"2016-01-02 0:51","010119"
"21",20:51:00,2.2,-7.2,50,1016.8,16.1,"WNW","11.1","-","N/A",NA,"Clear",290,"2016-01-02 1:51","010120"
"22",21:51:00,1.7,-6.7,54,1016.6,16.1,"North","-9999","-","N/A",NA,"Clear",0,"2016-01-02 2:51","010121"
"23",22:51:00,1.7,-7.2,52,1016.7,16.1,"Variable","9.3","-","N/A",NA,"Clear",0,"2016-01-02 3:51","010122"
"24",23:51:00,1.7,-8.9,46,1016.8,16.1,"West","14.8","31.5","N/A",NA,"Clear",270,"2016-01-02 4:51","010123"
"25",00:51:00,1.1,-9.4,46,1016.6,16.1,"Variable","9.3","29.6","N/A",NA,"Mostly Cloudy",0,"2016-01-02 5:51","010200"
"26",01:51:00,1.1,-8.9,48,1016.6,16.1,"West","13","25.9","N/A",NA,"Clear",270,"2016-01-02 6:51","010201"
"27",02:51:00,1.1,-8.3,50,1017.3,16.1,"WNW","13","-","N/A",NA,"Clear",290,"2016-01-02 7:51","010202"
"28",03:51:00,1.1,-8.3,50,1016.9,16.1,"West","22.2","33.3","N/A",NA,"Clear",280,"2016-01-02 8:51","010203"
"29",04:51:00,0.6,-7.8,54,1017.1,16.1,"West","16.7","25.9","N/A",NA,"Clear",280,"2016-01-02 9:51","010204"
"30",05:51:00,0.6,-7.8,54,1017.4,16.1,"West","14.8","-","N/A",NA,"Clear",270,"2016-01-02 10:51","010205"
"31",06:51:00,0.6,-7.8,54,1017.9,16.1,"Calm","Calm","-","N/A",NA,"Scattered Clouds",0,"2016-01-02 11:51","010206"
"32",07:51:00,1.1,-7.8,52,1018.3,16.1,"West","7.4","-","N/A",NA,"Overcast",270,"2016-01-02 12:51","010207"
"33",08:51:00,1.1,-8.3,50,1018.8,16.1,"West","11.1","-","N/A",NA,"Overcast",260,"2016-01-02 13:51","010208"
"34",09:51:00,1.7,-8.3,48,1019.2,16.1,"Variable","9.3","-","N/A",NA,"Overcast",0,"2016-01-02 14:51","010209"
"35",10:51:00,2.8,-7.8,46,1018.5,16.1,"Variable","9.3","-","N/A",NA,"Overcast",0,"2016-01-02 15:51","010210"
"36",11:51:00,2.8,-8.3,44,1017.5,16.1,"Variable","7.4","25.9","N/A",NA,"Scattered Clouds",0,"2016-01-02 16:51","010211"
"37",12:51:00,3.3,-8.3,43,1016.1,16.1,"WNW","13","-","N/A",NA,"Scattered Clouds",290,"2016-01-02 17:51","010212"
"38",13:51:00,3.9,-7.8,43,1015.5,16.1,"WSW","13","-","N/A",NA,"Clear",250,"2016-01-02 18:51","010213"
"39",14:51:00,3.9,-7.2,45,1015.1,16.1,"WNW","14.8","27.8","N/A",NA,"Clear",290,"2016-01-02 19:51","010214"
"40",15:51:00,4.4,-7.2,43,1015.4,16.1,"WNW","11.1","-","N/A",NA,"Overcast",290,"2016-01-02 20:51","010215"
"41",16:51:00,3.9,-7.8,43,1015.7,16.1,"Variable","11.1","-","N/A",NA,"Overcast",0,"2016-01-02 21:51","010216"
"42",17:51:00,2.8,-8.3,44,1016.1,16.1,"NW","9.3","27.8","N/A",NA,"Clear",310,"2016-01-02 22:51","010217"
"43",18:51:00,2.2,-8.3,46,1016.3,16.1,"Calm","Calm","-","N/A",NA,"Clear",0,"2016-01-02 23:51","010218"
"44",19:51:00,2.2,-8.3,46,1016.2,16.1,"WNW","11.1","-","N/A",NA,"Clear",290,"2016-01-03 0:51","010219"
"45",20:51:00,1.7,-7.8,50,1015.8,16.1,"WSW","7.4","-","N/A",NA,"Clear",240,"2016-01-03 1:51","010220"
"46",21:51:00,2.2,-7.8,48,1015.3,16.1,"North","-9999","-","N/A",NA,"Clear",0,"2016-01-03 2:51","010221"
"47",22:51:00,1.7,-7.2,52,1014.8,16.1,"Variable","11.1","-","N/A",NA,"Clear",0,"2016-01-03 3:51","010222"
"48",23:51:00,2.2,-6.7,52,1014.4,16.1,"WSW","13","-","N/A",NA,"Clear",250,"2016-01-03 4:51","010223"
"49",00:51:00,1.7,-6.7,54,1013.6,16.1,"Calm","Calm","-","N/A",NA,"Clear",0,"2016-01-03 5:51","010300"
"50",01:51:00,2.2,-6.7,52,1013,16.1,"West","18.5","-","N/A",NA,"Clear",260,"2016-01-03 6:51","010301"
"51",02:51:00,2.2,-6.7,52,1012.2,16.1,"WSW","11.1","25.9","N/A",NA,"Clear",240,"2016-01-03 7:51","010302"
"52",03:51:00,2.2,-6.7,52,1011.1,16.1,"North","-9999","-","N/A",NA,"Clear",0,"2016-01-03 8:51","010303"
"53",04:51:00,2.8,-6.7,50,1011.1,16.1,"Variable","11.1","38.9","N/A",NA,"Clear",0,"2016-01-03 9:51","010304"
"54",05:51:00,2.2,-6.7,52,1010.4,16.1,"Variable","7.4","-","N/A",NA,"Clear",0,"2016-01-03 10:51","010305"
"55",06:51:00,1.7,-6.1,57,1010.7,16.1,"WSW","7.4","-","N/A",NA,"Clear",250,"2016-01-03 11:51","010306"
"56",07:51:00,2.2,-6.1,55,1010.8,16.1,"Variable","7.4","-","N/A",NA,"Clear",0,"2016-01-03 12:51","010307"
"57",08:51:00,3.3,-6.1,51,1010.8,16.1,"WSW","16.7","27.8","N/A",NA,"Clear",240,"2016-01-03 13:51","010308"
"58",09:51:00,3.9,-6.1,49,1010.9,16.1,"North","-9999","-","N/A",NA,"Clear",0,"2016-01-03 14:51","010309"
"59",10:51:00,6.1,-6.7,40,1010.2,16.1,"Variable","9.3","25.9","N/A",NA,"Clear",0,"2016-01-03 15:51","010310"
"60",11:51:00,6.7,-7.2,37,1009.2,16.1,"WNW","18.5","35.2","N/A",NA,"Clear",290,"2016-01-03 16:51","010311"
"61",12:51:00,6.7,-6.7,38,1008.7,16.1,"North","-9999","-","N/A",NA,"Clear",0,"2016-01-03 17:51","010312"
"62",13:51:00,6.7,-6.1,40,1009.1,16.1,"West","13","29.6","N/A",NA,"Clear",280,"2016-01-03 18:51","010313"
"63",14:51:00,5.6,-6.1,43,1009.5,16.1,"NW","16.7","33.3","N/A",NA,"Mostly Cloudy",310,"2016-01-03 19:51","010314"
"64",15:51:00,5,-6.7,43,1009.8,16.1,"West","14.8","25.9","N/A",NA,"Clear",280,"2016-01-03 20:51","010315"
"65",16:51:00,5,-6.1,45,1010.3,16.1,"WNW","18.5","-","N/A",NA,"Overcast",290,"2016-01-03 21:51","010316"
"66",17:51:00,5,-6.1,45,1010.9,16.1,"WNW","11.1","-","N/A",NA,"Mostly Cloudy",290,"2016-01-03 22:51","010317"
"67",18:51:00,4.4,-6.1,47,1011.7,16.1,"West","14.8","-","N/A",NA,"Clear",280,"2016-01-03 23:51","010318"
"68",19:51:00,3.9,-5.6,50,1012.1,16.1,"WNW","13","-","N/A",NA,"Clear",290,"2016-01-04 0:51","010319"
"69",20:51:00,3.3,-5.6,53,1011.6,16.1,"WNW","16.7","-","N/A",NA,"Clear",290,"2016-01-04 1:51","010320"
"70",21:51:00,2.8,-5.6,54,1011.9,16.1,"West","14.8","-","N/A",NA,"Clear",280,"2016-01-04 2:51","010321"
"71",22:51:00,2.8,-5,57,1012,16.1,"West","14.8","-","N/A",NA,"Partly Cloudy",280,"2016-01-04 3:51","010322"
"72",23:51:00,2.2,-5,59,1011.8,16.1,"Variable","11.1","-","N/A",NA,"Partly Cloudy",0,"2016-01-04 4:51","010323"
"73",00:51:00,2.2,-5,59,1011.5,16.1,"Variable","7.4","-","N/A",NA,"Partly Cloudy",0,"2016-01-04 5:51","010400"
"74",01:51:00,2.2,-5,59,1011.9,16.1,"Variable","9.3","-","N/A",NA,"Overcast",0,"2016-01-04 6:51","010401"
"75",02:51:00,1.7,-7.2,52,1012.3,16.1,"Variable","5.6","-","N/A",NA,"Overcast",0,"2016-01-04 7:51","010402"
"76",03:51:00,1.1,-8.3,50,1012.1,16.1,"Variable","7.4","-","N/A",NA,"Overcast",0,"2016-01-04 8:51","010403"
"77",04:51:00,0.6,-9.4,48,1012.4,16.1,"NW","14.8","31.5","N/A",NA,"Overcast",310,"2016-01-04 9:51","010404"
"78",05:51:00,-0.6,-9.4,52,1013.6,16.1,"NW","16.7","33.3","N/A",NA,"Partly Cloudy",310,"2016-01-04 10:51","010405"
"79",06:51:00,-1.1,-10,51,1014.6,16.1,"NW","18.5","33.3","N/A",NA,"Mostly Cloudy",310,"2016-01-04 11:51","010406"
"80",07:51:00,-1.7,-10.6,51,1015.2,16.1,"Variable","11.1","-","N/A",NA,"Overcast",0,"2016-01-04 12:51","010407"
"81",08:51:00,-1.7,-10.6,51,1016.2,16.1,"Variable","11.1","-","N/A",NA,"Overcast",0,"2016-01-04 13:51","010408"
"82",09:51:00,-2.2,-13.3,43,1017.1,16.1,"Variable","7.4","-","N/A",NA,"Partly Cloudy",0,"2016-01-04 14:51","010409"
"83",10:51:00,-2.2,-13.3,43,1017,16.1,"WNW","18.5","31.5","N/A",NA,"Clear",300,"2016-01-04 15:51","010410"
"84",11:51:00,-2.2,-15,38,1016.6,16.1,"NW","14.8","-","N/A",NA,"Clear",320,"2016-01-04 16:51","010411"
"85",12:51:00,-1.1,-16.7,30,1016.3,16.1,"North","-9999","-","N/A",NA,"Clear",0,"2016-01-04 17:51","010412"
"86",13:51:00,-2.2,-17.2,31,1016.6,16.1,"Variable","7.4","37","N/A",NA,"Clear",0,"2016-01-04 18:51","010413"
"87",14:51:00,-2.2,-17.8,30,1017.5,16.1,"Variable","9.3","31.5","N/A",NA,"Clear",0,"2016-01-04 19:51","010414"
"88",15:51:00,-3.3,-15,41,1018.7,16.1,"NE","18.5","33.3","N/A",NA,"Clear",40,"2016-01-04 20:51","010415"
"89",16:51:00,-5,-15.6,44,1020.4,16.1,"NNE","18.5","35.2","N/A",NA,"Clear",30,"2016-01-04 21:51","010416"
"90",17:51:00,-6.1,-16.1,46,1022,16.1,"NNE","20.4","40.7","N/A",NA,"Clear",20,"2016-01-04 22:51","010417"
"91",18:51:00,-6.7,-17.2,44,1023.6,16.1,"North","-9999","-","N/A",NA,"Clear",0,"2016-01-04 23:51","010418"
"92",19:51:00,-7.2,-16.7,47,1024.8,16.1,"North","20.4","38.9","N/A",NA,"Overcast",10,"2016-01-05 0:51","010419"
"93",20:51:00,-7.8,-16.7,50,1025.7,16.1,"North","16.7","40.7","N/A",NA,"Partly Cloudy",360,"2016-01-05 1:51","010420"
"94",21:51:00,-8.3,-17.8,47,1026.5,16.1,"North","14.8","33.3","N/A",NA,"Clear",350,"2016-01-05 2:51","010421"
"95",02:51:00,-11.1,-18.3,56,1031.5,16.1,"Variable","7.4","33.3","N/A",NA,"Clear",0,"2016-01-05 7:51","010502"
"96",03:51:00,-11.1,-18.9,53,1031.7,16.1,"Variable","11.1","37","N/A",NA,"Clear",0,"2016-01-05 8:51","010503"
"97",04:51:00,-11.1,-19.4,51,1032.1,16.1,"Variable","7.4","37","N/A",NA,"Clear",0,"2016-01-05 9:51","010504"
"98",05:51:00,-11.7,-19.4,54,1033.3,16.1,"NNE","16.7","33.3","N/A",NA,"Clear",30,"2016-01-05 10:51","010505"
"99",06:51:00,-11.7,-19.4,54,1034.1,16.1,"North","-9999","-","N/A",NA,"Clear",0,"2016-01-05 11:51","010506"
"100",07:51:00,-11.1,-18.9,53,1034.2,16.1,"Variable","9.3","-","N/A",NA,"Clear",0,"2016-01-05 12:51","010507"
"101",08:51:00,-10.6,-20,47,1035.6,16.1,"North","20.4","31.5","N/A",NA,"Clear",350,"2016-01-05 13:51","010508"
"102",09:51:00,-8.3,-18.9,43,1036.3,16.1,"North","-9999","-","N/A",NA,"Clear",0,"2016-01-05 14:51","010509"
"103",10:51:00,-7.2,-20,36,1036.2,16.1,"Variable","11.1","25.9","N/A",NA,"Clear",0,"2016-01-05 15:51","010510"
"104",11:51:00,-5.6,-20.6,30,1036,16.1,"NE","16.7","29.6","N/A",NA,"Clear",40,"2016-01-05 16:51","010511"
"105",12:51:00,-3.9,-21.1,26,1035.4,16.1,"Variable","11.1","-","N/A",NA,"Clear",0,"2016-01-05 17:51","010512"
"106",13:51:00,-2.8,-21.1,24,1035.1,16.1,"Variable","9.3","-","N/A",NA,"Clear",0,"2016-01-05 18:51","010513"
"107",14:51:00,-2.2,-20,25,1035.3,16.1,"WNW","7.4","-","N/A",NA,"Clear",300,"2016-01-05 19:51","010514"
"108",15:51:00,-2.2,-19.4,26,1035.8,16.1,"Calm","Calm","-","N/A",NA,"Clear",0,"2016-01-05 20:51","010515"
"109",16:51:00,-2.2,-20,25,1036.2,16.1,"Calm","Calm","-","N/A",NA,"Clear",0,"2016-01-05 21:51","010516"
"110",17:51:00,-2.8,-19.4,27,1036.6,16.1,"Calm","Calm","-","N/A",NA,"Clear",0,"2016-01-05 22:51","010517"
"111",18:51:00,-2.8,-19.4,27,1036.8,16.1,"Calm","Calm","-","N/A",NA,"Clear",0,"2016-01-05 23:51","010518"
"112",19:51:00,-2.2,-18.9,27,1036.8,16.1,"Calm","Calm","-","N/A",NA,"Clear",0,"2016-01-06 0:51","010519"
"113",20:51:00,-1.7,-18.9,26,1036.7,16.1,"WNW","5.6","-","N/A",NA,"Clear",290,"2016-01-06 1:51","010520"
"114",21:51:00,-2.2,-17.8,30,1036.6,16.1,"Variable","5.6","-","N/A",NA,"Clear",0,"2016-01-06 2:51","010521"
"115",22:51:00,-2.2,-17.8,30,1036.6,16.1,"Calm","Calm","-","N/A",NA,"Clear",0,"2016-01-06 3:51","010522"
"116",23:51:00,-2.8,-17.2,33,1035.8,16.1,"West","5.6","-","N/A",NA,"Clear",280,"2016-01-06 4:51","010523"
"117",00:51:00,-2.2,-17.2,31,1035.3,16.1,"WNW","5.6","-","N/A",NA,"Clear",290,"2016-01-06 5:51","010600"
"118",01:51:00,-2.8,-15.6,37,1035.6,16.1,"Calm","Calm","-","N/A",NA,"Clear",0,"2016-01-06 6:51","010601"
"119",02:51:00,-3.3,-15,41,1035.2,16.1,"Calm","Calm","-","N/A",NA,"Clear",0,"2016-01-06 7:51","010602"
"120",03:51:00,-3.3,-13.9,44,1034.8,16.1,"NW","5.6","-","N/A",NA,"Clear",320,"2016-01-06 8:51","010603"
"121",04:51:00,-3.9,-12.8,51,1034.7,16.1,"Calm","Calm","-","N/A",NA,"Clear",0,"2016-01-06 9:51","010604"
"122",05:51:00,-3.3,-13.3,47,1035.1,16.1,"WNW","5.6","-","N/A",NA,"Clear",290,"2016-01-06 10:51","010605"
"123",06:51:00,-3.3,-13.3,47,1035.1,16.1,"Calm","Calm","-","N/A",NA,"Clear",0,"2016-01-06 11:51","010606"
"124",07:51:00,-2.8,-14.4,41,1035.2,16.1,"Calm","Calm","-","N/A",NA,"Clear",0,"2016-01-06 12:51","010607"
"125",08:51:00,-1.1,-16.1,32,1035.3,16.1,"Variable","5.6","-","N/A",NA,"Clear",0,"2016-01-06 13:51","010608"
"126",09:51:00,-1.1,-16.1,32,1035.6,16.1,"Variable","11.1","-","N/A",NA,"Clear",0,"2016-01-06 14:51","010609"
"127",10:51:00,0.6,-16.7,27,1035.2,16.1,"WSW","11.1","-","N/A",NA,"Clear",250,"2016-01-06 15:51","010610"
"128",11:51:00,2.2,-17.2,23,1033.8,16.1,"Calm","Calm","-","N/A",NA,"Clear",0,"2016-01-06 16:51","010611"
"129",12:51:00,3.3,-17.2,21,1032.4,16.1,"Calm","Calm","-","N/A",NA,"Clear",0,"2016-01-06 17:51","010612"
"130",13:51:00,4.4,-17.8,19,1031.3,16.1,"Variable","7.4","-","N/A",NA,"Clear",0,"2016-01-06 18:51","010613"
"131",14:51:00,4.4,-18.3,18,1031.1,16.1,"WSW","7.4","-","N/A",NA,"Clear",240,"2016-01-06 19:51","010614"
"132",15:51:00,3.9,-17.2,20,1030.8,16.1,"SSW","5.6","-","N/A",NA,"Clear",210,"2016-01-06 20:51","010615"
"133",16:51:00,3.3,-16.1,23,1030.5,16.1,"WSW","5.6","-","N/A",NA,"Clear",240,"2016-01-06 21:51","010616"
"134",17:51:00,3.3,-14.4,27,1030.5,16.1,"SW","13","-","N/A",NA,"Clear",230,"2016-01-06 22:51","010617"
"135",18:51:00,2.8,-15.6,25,1030.4,16.1,"Variable","9.3","-","N/A",NA,"Clear",0,"2016-01-06 23:51","010618"
"136",19:51:00,2.2,-14.4,29,1030.8,16.1,"WSW","11.1","-","N/A",NA,"Clear",240,"2016-01-07 0:51","010619"
"137",20:51:00,2.8,-15.6,25,1030.6,16.1,"West","14.8","-","N/A",NA,"Clear",260,"2016-01-07 1:51","010620"
"138",21:51:00,2.2,-15,27,1030.2,16.1,"West","9.3","-","N/A",NA,"Clear",270,"2016-01-07 2:51","010621"
"139",22:51:00,1.7,-12.8,34,1030,16.1,"West","9.3","-","N/A",NA,"Clear",270,"2016-01-07 3:51","010622"
"140",23:51:00,1.1,-14.4,31,1029.6,16.1,"Calm","Calm","-","N/A",NA,"Clear",0,"2016-01-07 4:51","010623"
"141",00:51:00,1.7,-15.6,27,1028.6,16.1,"West","11.1","-","N/A",NA,"Clear",260,"2016-01-07 5:51","010700"
"142",01:51:00,1.1,-15,30,1028.2,16.1,"West","9.3","-","N/A",NA,"Clear",260,"2016-01-07 6:51","010701"
"143",02:51:00,0.6,-15,31,1027.9,16.1,"Calm","Calm","-","N/A",NA,"Clear",0,"2016-01-07 7:51","010702"
"144",03:51:00,0.6,-14.4,32,1027.7,16.1,"Calm","Calm","-","N/A",NA,"Clear",0,"2016-01-07 8:51","010703"
"145",04:51:00,0,-12.8,38,1027.7,16.1,"West","7.4","-","N/A",NA,"Clear",280,"2016-01-07 9:51","010704"
"146",05:51:00,0,-13.3,37,1027.8,16.1,"WNW","9.3","-","N/A",NA,"Partly Cloudy",290,"2016-01-07 10:51","010705"
"147",06:51:00,-0.6,-13.9,37,1027.4,16.1,"Variable","5.6","-","N/A",NA,"Partly Cloudy",0,"2016-01-07 11:51","010706"
"148",07:51:00,0,-12.8,38,1027.4,16.1,"Calm","Calm","-","N/A",NA,"Clear",0,"2016-01-07 12:51","010707"
"149",08:51:00,1.7,-13.9,31,1027.2,16.1,"Variable","5.6","-","N/A",NA,"Mostly Cloudy",0,"2016-01-07 13:51","010708"
"150",09:51:00,3.3,-15,25,1027.1,16.1,"Calm","Calm","-","N/A",NA,"Partly Cloudy",0,"2016-01-07 14:51","010709"
"151",10:51:00,5.6,-14.4,23,1026.4,16.1,"ENE","5.6","-","N/A",NA,"Clear",60,"2016-01-07 15:51","010710"
"152",11:51:00,5.6,-13.3,25,1025.2,16.1,"Calm","Calm","-","N/A",NA,"Mostly Cloudy",0,"2016-01-07 16:51","010711"
"153",12:51:00,6.7,-12.2,25,1024.2,16.1,"West","5.6","-","N/A",NA,"Overcast",270,"2016-01-07 17:51","010712"
"154",13:00:00,7.2,-12.8,23,1024.9,16.1,"Variable","5.6","-","N/A",NA,"Overcast",0,"2016-01-07 18:00","010713"
"155",13:33:00,7.2,-12.2,24,1024.3,16.1,"WNW","5.6","-","N/A",NA,"Mostly Cloudy",300,"2016-01-07 18:33","010713"
"156",13:51:00,7.2,-12.2,24,1023.9,16.1,"Calm","Calm","-","N/A",NA,"Overcast",0,"2016-01-07 18:51","010713"
"157",14:51:00,7.2,-12.8,23,1023.5,16.1,"Calm","Calm","-","N/A",NA,"Overcast",0,"2016-01-07 19:51","010714"
"158",15:23:00,7.8,-9.4,29,1024.3,16.1,"Calm","Calm","-","N/A",NA,"Overcast",0,"2016-01-07 20:23","010715"
"159",15:44:00,7.2,-10.6,27,1024.3,16.1,"Calm","Calm","-","N/A",NA,"Overcast",0,"2016-01-07 20:44","010715"
"160",15:51:00,7.8,-10.6,26,1023.5,16.1,"Calm","Calm","-","N/A",NA,"Overcast",0,"2016-01-07 20:51","010715"
"161",16:51:00,7.2,-7.8,34,1023.6,16.1,"WNW","5.6","-","N/A",NA,"Clear",290,"2016-01-07 21:51","010716"
"162",17:51:00,7.2,-5.6,40,1024.1,16.1,"West","5.6","-","N/A",NA,"Overcast",280,"2016-01-07 22:51","010717"
"163",18:51:00,6.7,-7.8,35,1023.9,16.1,"WNW","7.4","-","N/A",NA,"Mostly Cloudy",290,"2016-01-07 23:51","010718"
"164",19:51:00,5.6,-7.2,40,1023.6,16.1,"Calm","Calm","-","N/A",NA,"Clear",0,"2016-01-08 0:51","010719"
"165",20:51:00,5.6,-7.2,40,1023.2,16.1,"WNW","5.6","-","N/A",NA,"Clear",300,"2016-01-08 1:51","010720"
"166",21:51:00,5.6,-7.2,40,1022.8,16.1,"NW","5.6","-","N/A",NA,"Clear",310,"2016-01-08 2:51","010721"
"167",22:51:00,3.9,-6.7,46,1022.6,16.1,"ENE","5.6","-","N/A",NA,"Clear",60,"2016-01-08 3:51","010722"
"168",23:51:00,4,-8,42,-9999,-9999,"North","-9999","-","N/A",NA,"Unknown",0,"2016-01-08 4:51","010723"
"169",00:51:00,3,-6,52,-9999,-9999,"North","-9999","-","N/A",NA,"Unknown",0,"2016-01-08 5:51","010800"
"170",01:51:00,3,-6,52,-9999,-9999,"North","-9999","-","N/A",NA,"Unknown",0,"2016-01-08 6:51","010801"
"171",02:51:00,3,-6,52,-9999,-9999,"North","-9999","-","N/A",NA,"Unknown",0,"2016-01-08 7:51","010802"
"172",03:51:00,2,-7,52,-9999,-9999,"North","-9999","-","N/A",NA,"Unknown",0,"2016-01-08 8:51","010803"
"173",04:51:00,2,-8,48,-9999,-9999,"North","-9999","-","N/A",NA,"Unknown",0,"2016-01-08 9:51","010804"
"174",05:51:00,2,-8,48,-9999,-9999,"North","-9999","-","N/A",NA,"Unknown",0,"2016-01-08 10:51","010805"
"175",06:51:00,2,-6,56,-9999,-9999,"North","-9999","-","N/A",NA,"Unknown",0,"2016-01-08 11:51","010806"
"176",07:51:00,3,-4,60,-9999,-9999,"North","-9999","-","N/A",NA,"Unknown",0,"2016-01-08 12:51","010807"
"177",09:51:00,4,-1,70,-9999,-9999,"North","-9999","-","N/A",NA,"Unknown",0,"2016-01-08 14:51","010809"
"178",10:51:00,5,-1,65,-9999,-9999,"North","-9999","-","N/A",NA,"Unknown",0,"2016-01-08 15:51","010810"
"179",11:51:00,6,4,87,-9999,-9999,"North","-9999","-","N/A",NA,"Unknown",0,"2016-01-08 16:51","010811"
"180",12:51:00,6,1,70,-9999,-9999,"North","-9999","-","N/A",NA,"Unknown",0,"2016-01-08 17:51","010812"
"181",13:51:00,6,0,66,-9999,-9999,"North","-9999","-","N/A",NA,"Unknown",0,"2016-01-08 18:51","010813"
"182",14:28:00,6.1,-0.6,62,1022.2,16.1,"East","16.7","-","N/A",NA,"Mostly Cloudy",80,"2016-01-08 19:28","010814"
"183",14:51:00,6.1,-0.6,62,1021.6,16.1,"Variable","11.1","-","N/A",NA,"Overcast",0,"2016-01-08 19:51","010814"
"184",15:51:00,6.1,0.6,68,1021.7,16.1,"NE","9.3","-","N/A",NA,"Overcast",50,"2016-01-08 20:51","010815"
"185",16:51:00,6.7,0.6,65,1021.5,16.1,"NE","9.3","-","N/A",NA,"Overcast",50,"2016-01-08 21:51","010816"
"186",17:28:00,6.7,0.6,65,1022.6,16.1,"East","13","-","N/A",NA,"Overcast",80,"2016-01-08 22:28","010817"
"187",17:48:00,7,1,66,1022.6,16.1,"Variable","11.1","-","N/A",NA,"Overcast",0,"2016-01-08 22:48","010817"
"188",17:51:00,6.7,0.6,65,1021.8,16.1,"SE","9.3","-","N/A",NA,"Overcast",130,"2016-01-08 22:51","010817"
"189",18:36:00,6.7,-0.6,60,1022.9,16.1,"SE","14.8","-","N/A",NA,"Mostly Cloudy",130,"2016-01-08 23:36","010818"
"190",18:51:00,6.7,-0.6,60,1022.4,16.1,"North","-9999","-","N/A",NA,"Overcast",0,"2016-01-08 23:51","010818"
"191",19:51:00,6.7,-0.6,60,1023,16.1,"East","11.1","-","N/A",NA,"Overcast",90,"2016-01-09 0:51","010819"
"192",20:51:00,6.7,-0.6,60,1022.8,16.1,"Variable","9.3","-","N/A",NA,"Overcast",0,"2016-01-09 1:51","010820"
"193",21:10:00,6.1,0,65,1023.2,16.1,"ENE","14.8","-","N/A",NA,"Overcast",70,"2016-01-09 2:10","010821"
"194",21:42:00,5.6,0.6,70,1023.2,16.1,"ENE","16.7","31.5","N/A",NA,"Overcast",70,"2016-01-09 2:42","010821"
"195",21:51:00,5.6,0.6,70,1022.6,16.1,"ENE","16.7","33.3","N/A",NA,"Overcast",60,"2016-01-09 2:51","010821"
"196",22:51:00,5.6,0.6,70,1022.8,16.1,"East","14.8","-","N/A",NA,"Overcast",80,"2016-01-09 3:51","010822"
"197",23:18:00,5.6,0.6,70,1023.2,16.1,"ENE","16.7","-","N/A",NA,"Overcast",60,"2016-01-09 4:18","010823"
"198",23:46:00,6,1,70,1022.6,16.1,"East","16.7","-","N/A",NA,"Overcast",90,"2016-01-09 4:46","010823"
